Price,Weight,Type
22598.041240000002,57208.354920000005,1
22486.818909999998,56360.596829999995,1
24328.36719,59947.0426,0
22804.846830000002,56948.08546,1
22217.25544,57595.06865,1
22758.54462,56986.6449,1
22441.042230000003,56449.098289999994,1
23760.68395,60835.145079999995,0
23680.32858,63455.71562,0
24404.0112,59631.951779999996,0
22558.9006,55108.79405,1
23061.09915,56368.63237000001,1
22564.24531,58448.60075,1
22960.93062,55833.264820000004,1
22375.75333,56753.750420000004,1
23242.59141,56260.98179,1
23302.72066,59995.06482000001,0
23815.73439,59069.961039999995,0
22743.265190000002,57534.59779,1
23428.35056,58194.879,1
24230.77177,56752.900610000004,0
22762.383680000003,55931.812029999994,1
22678.23193,54476.62624,1
23080.50603,57136.49653,1
23093.36508,54591.58953,1
24516.32863,59603.7217,0
22718.93729,56685.75184,1
22391.03286,56248.37711,1
22706.790409999998,54744.69839,1
23885.32246,61091.11644,0
22812.78462,56471.84405,1
23313.20774,54858.061879999994,1
23252.26926,54940.20645,1
22774.71368,56291.02661,1
22787.19194,52146.8284,1
23632.642030000003,59799.00207,0
24570.93059,57099.277870000005,0
22804.802480000002,55985.187060000004,1
22914.664119999998,56642.68848,1
23395.36013,59128.04971,0
22949.31968,55889.08827000001,1
24099.1483,59921.397229999995,0
22425.02993,57175.678,1
22789.65754,56416.54448,1
24279.46404,60762.93724,0
24532.204019999997,59174.10415,0
24022.50234,59844.18245,0
23027.71345,54969.74089,1
24416.44024,60554.36581,0
23842.2361,57862.96223,0
23317.010159999998,57144.56608,1
24489.50945,61119.94305,0
23603.01599,59788.27778,0
23033.94805,54909.764039999995,1
23274.53975,54951.24705,1
24837.05999,59633.8887,0
23842.0044,58057.06281,0
24067.214069999998,62469.73037999999,0
24121.603030000002,60559.15112,0
24039.953980000002,60042.647379999995,0
23407.84186,55458.931679999994,1
22866.22548,56962.732189999995,1
22727.192590000002,55926.97275,1
24175.654,59246.77005,0
23502.160480000002,59840.59636,0
22669.98734,55946.54509,1
22747.49241,57435.36456,1
24006.843230000002,62728.972879999994,0
22925.001659999998,56465.35439,1
22596.21443,57799.226839999996,1
23042.73307,57037.02387999999,1
23734.8794,61959.28009,0
24064.15119,61172.77892999999,0
22524.3979,55711.69297999999,1
22289.31621,54980.68912,1
22506.19989,57068.86395,1
22632.44494,58191.26621,1
23832.81203,59405.81916,0
24508.43009,58978.20612,0
24148.16514,58888.71984,0
24151.34313,60036.943289999996,0
23669.973719999998,61831.3983,0
23921.54421,60069.851689999996,0
24425.42932,58683.34304,0
24013.050580000003,61533.71432000001,0
22791.5488,55352.9889,1
23170.07942,55275.70841,1
22748.21947,57857.75286,1
24065.456169999998,62156.32147,0
23052.92384,56349.93055,1
23148.30011,56812.53872999999,1
24343.114380000003,60001.63401,0
24331.59788,60091.644889999996,0
23728.01969,57525.05077,0
22407.9787,55572.48925,1
23436.46095,59737.39879,0
22307.87646,55352.884439999994,1
23274.63435,56153.20628,1
24157.20565,59922.214089999994,0
23944.57439,62625.5409,0
23014.44821,56387.98055,1
22505.97425,57980.88545,1
23939.77595,57315.18962999999,0
22161.29879,55326.78545,1
23036.10354,57133.73089,1
23385.67123,54824.059129999994,1
22822.90694,57749.99192000001,1
22433.74671,55626.823110000005,1
24146.326,60721.38224,0
24145.21157,60438.61512,0
22599.24798,55498.53732,1
24179.167380000003,60308.93053,0
22092.582730000002,55711.09338,1
23974.453230000003,59920.13159,0
24344.618469999998,58885.59029,0
22517.04808,57337.0514,1
23604.98718,60582.31016,0
23385.15646,61402.66021,0
23830.67052,59418.324510000006,0
22596.9603,56751.32746,1
24620.97453,59869.17027,0
23282.29555,57253.28732999999,1
22671.1194,58904.347129999995,1
22809.188,56115.081560000006,1
23115.71379,60640.74013,0
22806.600469999998,55477.51624,1
22193.50349,58492.82345,1
23991.92892,62093.17449,0
24182.27068,61627.978820000004,0
23442.019669999998,56580.499710000004,1
22229.25032,57152.53632000001,1
23352.54279,56604.49382999999,1
23856.87866,60000.62229,0
22929.7376,55872.79522000001,1
23034.06895,55827.46269,1
22441.5563,54775.45225,1
22631.96054,55057.66677999999,1
23464.8073,55596.50881,1
22447.245,54956.195779999995,1
23173.40163,54477.775279999994,1
22965.13765,56426.89295,1
23582.5547,60562.30301,0
21576.03588,53853.4577,1
23703.8488,59701.33686,0
23700.95043,59654.37974,0
24572.7024,61309.313129999995,0
22927.84721,55369.62079,1
24528.643180000003,59750.016879999996,0
23931.72248,60067.818739999995,0
24495.436130000002,55705.1545,0
24252.81953,58582.37457000001,0
24561.75011,60221.42931,0
23008.77401,55333.134770000004,1
23734.444330000002,60289.38714,0
24242.20494,58965.228989999996,0
22578.59721,54880.28672999999,1
22348.920019999998,56294.7067,1
24251.97248,59091.30727999999,0
22710.125640000002,55132.565279999995,1
23086.733819999998,54755.65652999999,1
23003.95982,57455.07372000001,1
24403.71599,59463.70332000001,0
23334.26556,56257.74652000001,1
23705.16435,59471.358870000004,0
24545.00334,60783.85457999999,0
23701.82662,61140.98651,0
22556.71441,54339.977660000004,1
23288.04015,56117.475860000006,1
23548.1007,56937.252089999994,1
22354.837480000002,55684.53853,1
23756.07777,59493.19582000001,0
23048.432569999997,55675.505189999996,1
22973.95936,53969.64724,1
24109.420830000003,59661.07102999999,0
22776.12869,55834.24927000001,1
24074.42548,61923.009620000004,0
23803.80357,60587.12194,0
23998.95382,59637.86892000001,0
23950.15059,54209.76123,1
22795.99634,56960.99729,1
23098.4018,56049.30409,1
24385.94172,58826.292989999994,0
22694.70661,55992.11606,1
24012.70889,61241.292120000006,0
22927.83616,56657.906910000005,1
23883.481069999998,58558.20348,0
22610.89526,55656.02167,1
23996.1825,59496.7951,0
22981.91615,55698.86195,1
22078.42448,56812.98451,1
24182.00903,59836.05907999999,0
23690.74985,61962.71647000001,0
24112.510169999998,60616.175839999996,0
23817.9036,61079.393789999995,0
23686.9881,61522.761620000005,0
24389.01616,58721.77372999999,0
23503.54118,60429.835,0
22900.69206,56409.029610000005,1
22888.532619999998,58242.27044,1
23034.16185,56209.62926,1
22819.83871,56522.950820000005,1
23691.70604,59005.83234,0
23806.56324,60268.15392999999,0
23465.13871,59791.0907,0
23280.8129,55646.771329999996,1
23814.93934,57553.31077999999,0
24233.67444,59715.9905,0
22746.87481,55679.162260000005,1
22927.73101,54532.311120000006,1
22635.98737,56677.41142999999,1
22578.709909999998,55357.074689999994,1
23939.986419999997,61820.1869,0
23539.11362,58562.60795,0
23359.30041,58859.99509,0
23897.41371,59336.321879999996,0
24168.79076,61475.11618,0
22684.0482,56769.92913,1
22457.28804,57492.143489999995,1
23054.03914,55379.094529999995,1
22831.61044,53755.51657000001,1
22469.11669,56008.75476,1
23902.99376,57052.35321,1
24698.2401,60732.076720000005,0
22712.44255,53379.33427,1
23272.89414,53976.600029999994,1
24056.9934,61003.20149,0
23431.13245,61703.44153,0
23795.0511,59323.161629999995,0
24046.92319,59836.85879,0
24506.63719,59548.30092,0
22618.47497,56943.71877000001,1
23497.41027,58116.44082,0
22086.81942,53579.95164,1
24046.98555,59783.31437000001,0
24296.67034,59588.79554,0
22245.34589,55966.45864,1
25093.895819999998,57812.89306,0
23944.06871,59868.70688,0
23149.19756,60061.881460000004,0
24550.716959999998,60740.00291,0
23022.15672,55150.41655,1
22972.746369999997,54724.30941,1
24251.59989,59341.18867,0
22729.67785,56412.21367999999,1
23320.96454,55677.7273,1
24185.19481,59132.75682,0
23056.38243,55177.29911,1
22704.4734,55835.434579999994,1
23206.269809999998,54787.88103,1
22995.304959999998,59770.338229999994,0
23876.43451,57458.47017000001,0
24052.78447,60361.664189999996,0
22786.0813,55713.31422000001,1
22942.405130000003,56289.18306,1
23165.49987,59541.30041,0
22507.99208,52788.538239999994,1
22730.56263,55919.21527000001,1
22220.94934,58159.66153,1
22497.4198,57139.22994,1
22779.45329,57370.44696,1
24265.3548,58317.315729999995,0
23103.973140000002,54917.9627,1
22444.32507,56790.14479,1
23282.93545,54881.807239999995,1
23053.90366,56034.176770000005,1
23840.59047,59608.1783,0
23787.47195,58311.657210000005,0
24909.171140000002,59285.67718,0
23049.15348,56146.51075,1
22552.963509999998,55315.477620000005,1
22798.698790000002,54670.45035,1
23985.96344,59555.87367000001,0
23791.3808,61039.54085,0
23764.262769999998,60540.36664,0
22825.65273,57189.329170000005,1
23673.64292,60037.60204,0
22553.28738,56971.060139999994,1
22797.46231,54053.849129999995,1
22800.28729,57117.34122,1
24321.4585,59817.254629999996,0
22767.646930000003,56411.57084,1
23849.68473,60193.981889999995,0
24535.06753,60892.15311,0
24217.27866,59516.469079999995,0
22202.3722,55150.26451,1
22984.82232,55412.96945,1
24223.73247,59027.05251,0
23898.802000000003,61011.014670000004,0
22907.26945,56406.9841,1
24491.71328,58233.29237999999,0
23902.06463,60848.79324,0
23056.22264,55581.84639,1
22498.8226,55835.770710000004,1
24401.052819999997,58345.74664,0
23765.993130000003,60288.48048,0
22743.03415,56960.634529999996,1
22008.33237,54752.14226,1
22686.85904,55559.61701,1
23293.9889,56779.88879,1
22584.52363,58059.53283,1
23785.709590000002,60339.7027,0
23920.75061,58663.525760000004,0
24397.689159999998,60005.54316,0
24721.77757,58423.94436,0
22730.095980000002,55318.53005,1
22263.32473,55452.48364,1
24074.71737,60736.03157000001,0
23207.134869999998,57005.159320000006,1
23646.9969,59311.70315,0
23323.79926,59033.31457,0
23556.72911,59614.98266,0
22652.89645,55768.3484,1
24187.92055,60280.12625,0
23890.093409999998,59603.98699,0
24424.45607,60654.48228,0
23921.19802,59674.92195,0
22363.64005,56051.88737999999,1
24084.353059999998,58927.862010000004,0
22420.12499,55939.048579999995,1
22399.540780000003,54650.964589999996,1
24153.10026,60009.07619,0
22281.23646,54341.0514,1
23187.753090000002,58193.271239999995,0
24328.060690000002,62318.21913,0
24549.280619999998,58445.96716,0
24157.180630000003,61973.87979,0
23920.200090000002,60393.9531,0
23226.482780000002,56068.49196,1
22982.73387,57195.49439,1
23147.48966,60671.95805,0
22402.41788,58367.07117,1
24393.84463,61920.434129999994,0
24013.571069999998,58198.84752999999,0
23443.05343,54388.583470000005,1
24026.70199,59422.33719,0
22143.67071,56239.64038,1
23413.77083,58702.0,0
22743.497730000003,55424.920029999994,1
22644.08724,57390.3776,1
22427.131559999998,55090.30787999999,1
23810.522230000002,58841.93555,0
24252.77181,58343.720389999995,0
22534.24271,57129.39762,1
23995.511580000002,60626.373589999996,0
22277.13208,56614.73107,1
23325.34479,54467.49245,1
22633.84216,55935.894739999996,1
22426.45443,54303.13009,1
22479.56993,54263.669310000005,1
22940.20307,57472.49085,1
23806.51953,60147.27303,0
22894.54454,55614.87485,1
23118.1908,56158.14157000001,1
23757.207140000002,60498.9131,0
23767.3648,58391.69134,0
24499.97001,59881.65829,0
22821.212819999997,56282.01424,1
22176.365869999998,58221.62696,1
24516.1443,60930.53687999999,0
23255.10135,59274.425910000005,0
22494.35314,55574.640439999996,1
23765.14933,62064.65678,0
23158.64551,55954.90014,1
22300.40749,53438.3781,1
22106.87197,54933.364779999996,1
23525.87858,55958.23109,1
23808.54426,61739.529010000006,0
23199.349009999998,55148.71829,1
22971.92947,55154.44602,1
24379.73334,60057.71485,0
23765.77742,58912.71536,0
23212.895669999998,61809.48625,0
24669.31393,62293.6123,0
22869.61064,56999.66944,1
23591.23845,59741.27375,0
23717.350140000002,57460.17286,0
24389.1486,57365.75362,0
23068.25264,57761.667120000006,1
24951.5356,60710.33109,0
23102.77983,56331.25636,1
23516.16069,61808.5071,0
22950.07138,57147.4108,1
24247.75958,61245.51482999999,0
24105.51165,60899.752089999994,0
23009.84648,54644.26212000001,1
23463.060680000002,57071.579860000005,1
22687.98656,56441.109639999995,1
23220.86685,55898.61787,1
23278.552030000003,55876.26659,1
23276.679,55141.46705,1
23130.81261,54966.5635,1
22649.95455,56465.229360000005,1
22747.74999,56904.002720000004,1
23944.73351,60353.43467,0
22885.38032,55424.61086,1
23143.79638,55281.13396,1
22961.38004,56616.97497,1
22932.03011,55211.167760000004,1
23873.7055,60567.44676,0
23434.36156,56627.918139999994,1
23008.383530000003,55526.52522,1
22863.69561,57034.63242,1
24552.56931,61655.12185,0
22997.9189,53613.73177,1
23898.87735,60079.61169,0
23804.74831,61125.96431,0
23122.21707,54125.21569,1
23421.34565,57507.18418,1
22766.87801,57436.97142,1
22523.00617,56748.62749,1
24092.52711,58732.33659,0
23386.99497,61987.92885,0
23463.333169999998,57807.9592,0
22542.75939,56070.83618,1
23376.2475,61343.862720000005,0
24111.01408,57911.29047000001,0
23296.95802,57279.82317999999,1
22735.046469999997,55995.249729999996,1
24079.79694,59204.66783,0
23033.338519999998,55843.37194,1
24854.22192,60584.33187,0
23382.16421,55151.05527999999,1
23848.26285,59833.30299,0
23064.78971,56603.01794,1
23719.585219999997,58350.34632999999,0
23862.89946,59621.584820000004,0
23145.47821,57570.99336,1
22838.05946,55783.372339999994,1
23525.225309999998,59924.26182000001,0
23794.178180000003,60249.22281,0
23872.79558,58485.41016,0
23930.92684,62391.4951,0
23276.984940000002,58198.99957000001,1
23713.75732,60844.892270000004,0
24380.9079,59636.48646,0
22681.77614,54836.609370000006,1
23576.13105,60757.53928,0
24467.887430000002,59544.38909,0
22587.44369,56481.93942,1
24360.88541,58483.32053,0
22546.8671,57699.607729999996,1
22900.63195,56723.7523,1
23925.166719999997,57791.56371,0
23444.53877,56707.79625,1
22386.75258,56321.287529999994,1
23057.03945,56487.78156,1
22191.34762,55564.0834,1
22922.0705,60850.830429999995,0
24178.86165,58876.532320000006,0
22544.05833,55978.850329999994,1
24180.18026,61385.4051,0
22449.32561,56681.82127000001,1
22901.645959999998,56118.17539,1
22336.4744,55301.380560000005,1
24191.6859,58707.97785,0
23010.83561,57115.99656,1
23954.01581,60167.37212000001,0
24335.80662,58804.011179999994,0
23180.138619999998,54202.0072,1
24457.66188,58773.57894,0
24275.96602,58858.012429999995,0
23827.46283,58466.42897000001,0
23234.345559999998,56774.78257999999,1
22251.41855,55677.051510000005,1
23161.772119999998,55292.62877,1
23779.92753,58282.92324,0
23119.46556,55621.84948,1
23031.958769999997,54298.45864,1
23811.43994,59994.706079999996,0
23635.57943,58625.89662000001,0
24493.25443,57601.831470000005,0
23919.01222,59343.85545,0
24356.89911,62275.96101,0
22932.86134,56007.54221,1
22310.33824,56142.824160000004,1
23712.47519,58818.81785,0
22786.36527,54799.13826,1
24580.49764,59741.337479999995,0
24195.43207,60439.247260000004,0
23199.233119999997,56737.7142,1
23101.149859999998,56649.05185,1
23365.24748,61511.14079,0
22721.12395,54577.95385,1
23911.35442,60476.986789999995,0
22624.35884,57500.545939999996,1
22962.82356,55999.964779999995,1
24186.723319999997,61152.8196,0
23836.058390000002,59213.6001,0
24366.2681,60226.85348,0
23582.61399,59464.87372999999,0
22304.42831,56231.776260000006,1
23013.782740000002,56236.81899,1
22756.57415,57224.766970000004,1
22968.957130000003,54696.99936,1
23543.4314,57265.663889999996,1
23740.26445,59506.792579999994,0
24419.67781,61135.17118,0
24959.748359999998,59457.916560000005,0
24074.082919999997,58825.06547,0
22928.219930000003,56019.491870000005,1
21830.93,56477.82626,1
24279.69775,60231.24921,0
24015.64434,57102.312170000005,0
24422.9897,58950.38907999999,0
22261.1437,53285.47895,1
23474.23373,58844.97297,0
23893.51859,60917.18545,0
23755.56994,58970.67362,0
23026.374630000002,55086.16834,1
24299.51202,60071.07133,0
23409.66185,57306.49207000001,1
22549.58536,56355.61897,1
24094.61388,56983.18434,0
22950.16304,54809.80647999999,1
23623.38715,57123.14408,1
22727.19954,57305.795739999994,1
23143.252269999997,56232.911360000006,1
23271.217669999998,56117.34032,1
23894.0717,60096.72115,0
22049.01551,54090.48802999999,1
24170.49142,58518.61215,0
24685.19632,60499.415539999995,0
22132.28001,56928.36116,1
24197.04261,58702.645110000005,0
24024.3294,59741.261139999995,0
22530.1186,55404.293789999996,1
23125.988540000002,55685.30987999999,1
24174.89228,60186.36268,0
22608.205,56662.69316,1
23509.8738,58541.213110000004,0
23234.12458,55583.17102,1
23394.241319999997,59769.08515,0
22757.90222,56075.454439999994,1
23185.839809999998,60089.87081,0
23112.01728,56721.79742,1
21684.22795,54913.3858,1
22554.65962,57411.41816,1
22998.028280000002,55757.38126,1
22589.455469999997,55216.259170000005,1
23489.30861,60382.19699,0
22683.95734,55778.34876,1
23723.71086,59015.442729999995,0
23010.96688,54703.699889999996,1
22378.97848,54067.481139999996,1
23088.89042,55824.802229999994,1
23355.842119999998,58990.98981,0
23188.22669,57342.01093,1
23107.20137,54014.65146,1
22464.0764,55920.307960000006,1
23746.841330000003,59266.03989,0
24073.03246,59615.197439999996,0
24774.72506,56664.338370000005,0
22678.536369999998,56023.98045,1
24159.0342,59630.13749,0
24007.95811,54207.02336,1
22995.38882,56967.473739999994,1
24192.949080000002,62884.58275,0
22078.513069999997,57593.40495,1
22621.44602,56965.262039999994,1
24093.24883,60854.923520000004,0
23378.357809999998,58880.92364,0
24785.23162,58840.590679999994,0
23603.20324,59035.710960000004,0
22291.24529,58185.97426,1
23057.35284,54233.22625,1
23331.65681,55762.36916,1
24071.02662,59414.34605,0
23081.45797,53692.6106,1
24309.58284,59929.88906,0
23366.69167,56085.7756,1
23606.30718,59755.63563,0
22598.291269999998,57224.06966,1
24485.25392,58627.23787999999,0
23015.06551,56020.235539999994,1
22823.25347,53285.534439999996,1
24528.1928,58565.865529999995,0
23828.21847,61846.00056,0
23697.09663,62659.62941,0
24401.02366,59096.65157,0
23728.1077,59032.1739,0
22322.81388,56775.946639999995,1
23352.75525,54962.13517,1
23226.21936,60518.203760000004,0
24216.649980000002,60446.33436,0
22582.669159999998,56575.855670000004,1
22828.27291,57449.888170000006,1
23603.33698,61085.77952999999,0
24109.04252,60997.57327000001,0
22155.25617,56129.57332,1
24131.24856,59984.3299,0
22330.2129,55587.676029999995,1
22750.22849,56291.37689,1
23943.45203,59035.89557000001,0
22681.52261,56813.289970000005,1
24080.910030000003,59996.020189999996,0
24324.44478,59955.02412,0
24287.52485,57657.55221,0
22150.7764,56039.036620000006,1
23617.251669999998,55416.375629999995,1
22403.380869999997,56037.43344,1
23936.395630000003,59656.35654,0
24056.86775,60187.64148,0
22682.52765,54669.29444,1
21658.21756,54330.87385,1
22536.735090000002,53894.714420000004,1
23133.52055,53669.85073,1
22776.37343,57183.312789999996,1
24390.9339,58762.633610000004,0
22096.47418,58166.01388,1
23557.8181,56285.50907000001,1
23647.84162,61719.10961,0
23790.95908,62155.46227999999,0
22665.94065,56011.3043,1
23062.15209,55513.66847999999,1
23617.81557,59294.4912,0
23747.10728,60985.459070000004,0
23459.947180000003,61912.97757,0
23055.534,57460.045289999995,1
22401.39428,55981.06481,1
22207.51485,56934.31119,1
22636.42379,55605.70637000001,1
23599.57695,56793.191479999994,1
22520.87729,55243.80892,1
22751.112240000002,55520.997339999994,1
23327.9088,56232.89762999999,1
24269.25141,59659.321520000005,0
22936.59183,55885.44571,1
23921.11845,58764.69672000001,0
23221.89174,57937.93492000001,1
22226.10919,56860.35472,1
24681.85856,59095.365679999995,0
22331.77644,57493.92385,1
23622.89158,58457.6711,0
22485.69762,56155.82216,1
23795.454009999998,60823.30735,0
24175.58391,59563.52341,0
23128.39545,57380.747339999994,1
23763.011459999998,59406.26614,0
23986.61648,60935.72953,0
24523.717269999997,60287.438429999995,0
23272.12619,52252.86053,1
22402.38995,55087.588260000004,1
25106.407000000003,61438.17887999999,0
22559.584890000002,53968.56288,1
24396.765030000002,59649.54665,0
24221.91141,61816.60555,0
23390.2638,61088.78397999999,0
22967.53096,55737.26335,1
23893.9919,59731.745689999996,0
24554.096980000002,59969.14975,0
24469.85832,59515.803320000006,0
23949.32054,59003.099839999995,0
23441.8681,54742.681789999995,1
22500.37215,56869.363379999995,1
22818.24062,55944.96791,1
22833.54033,54842.52628,1
22688.58233,57582.023629999996,1
22980.28743,54974.620129999996,1
24099.963030000003,60590.602329999994,0
23913.57721,59573.96653,0
22592.21556,52728.711460000006,1
23346.36871,59755.631689999995,0
22883.6265,56307.68038,1
24576.604030000002,59728.596679999995,0
22168.9651,56281.189179999994,1
22649.00711,56935.728489999994,1
24270.667569999998,62092.93376,0
24697.52434,61076.26006,0
23858.95985,59364.5832,0
23489.66661,58834.43566,0
23628.21807,61089.6714,0
23051.90169,56462.427189999995,1
24459.157030000002,61173.40824,0
23551.55187,61321.248210000005,0
23305.3933,56957.70141,1
24628.64948,58628.94264,0
22633.79109,56310.51202,1
22917.13672,57576.57004,1
23706.26683,57539.385879999994,1
23419.9504,60607.21932999999,0
24083.12015,59749.69985,0
24360.96338,59941.323070000006,0
23900.84618,60341.53106,0
24668.82733,61198.18388,0
22627.58735,53871.1913,1
24164.3535,59030.0406,0
22381.45035,55333.87541,1
23089.4803,60347.93006,0
22660.33386,56427.396929999995,1
23774.42825,59409.9744,0
23768.88548,60259.120820000004,0
24128.23005,62376.53197999999,0
24078.34585,61024.00365,0
22882.11407,55949.9839,1
22347.43957,58234.974279999995,1
22349.13634,55407.82,1
22987.22811,55792.065160000006,1
24052.05506,57143.74084,1
23037.07806,55814.90885,1
24313.16283,58849.050729999995,0
23340.95082,58362.73446,1
23772.73353,61397.336879999995,0
23000.237830000002,56746.59028,1
22578.313990000002,55143.972839999995,1
23659.713340000002,60313.99552999999,0
23530.54654,57986.287220000006,0
23382.832290000002,56120.05146,1
22419.940619999998,56062.906160000006,1
23969.25341,60668.04437999999,0
23237.21123,56753.391070000005,1
24239.89172,60796.975529999996,0
22511.30045,55750.362010000004,1
22789.348469999997,54853.14889,1
22612.830169999997,56251.97546,1
23213.4355,57199.16021,1
22664.899680000002,56901.54316,1
23082.10891,57137.77935,1
23849.73567,61533.77084,0
22251.82157,55874.03817000001,1
22531.488240000002,56121.6581,1
24485.84189,60773.75987,0
22529.99209,57963.53966,1
25042.659369999998,60191.30515,0
22862.35777,55507.93076,1
24071.89707,60204.34851,0
24651.54363,60267.43497,0
22451.62631,58293.590070000006,1
22838.37127,56519.38344,1
22238.095559999998,56042.6706,1
24193.8796,58749.94609,0
23739.10596,59142.72169,0
23749.06611,59666.35415,0
22802.726130000003,55456.44409,1
23661.657769999998,58111.73112999999,0
24350.46026,60672.90337000001,0
23596.045309999998,60725.63815,0
24475.50706,60374.5346,0
23001.44193,58456.23025,1
23833.23341,59195.5306,0
23431.801219999998,57053.625,1
22760.76905,56774.45952999999,1
24094.25849,62148.44832999999,0
22701.73042,56416.696579999996,1
24264.0993,59757.46683,0
23784.43865,61854.51244,0
24719.732480000002,60278.50486,0
24462.403580000002,58943.1754,0
23008.276319999997,55331.58605,1
22666.31665,57272.727329999994,1
23127.321519999998,56397.35469,1
24199.57257,60756.240320000004,0
23270.809419999998,54074.649110000006,1
23836.59291,56472.12994,0
24105.11864,60576.44368,0
22641.052519999997,56248.58899,1
24564.65133,59950.89225,0
22600.80084,56210.51725,1
22628.99066,55128.18513,1
23055.0745,53353.10848,1
22814.34637,55467.693210000005,1
23689.6167,58707.85026,0
24058.976430000002,61085.47065,0
23740.30894,60505.59895,0
22701.47716,56447.52398,1
23483.82314,59226.14197999999,0
23227.1302,55992.71453,1
22340.31372,55958.793860000005,1
23653.14893,55217.56804,1
22791.87772,56351.449870000004,1
22447.26287,57622.906820000004,1
23312.73083,57009.39329,1
24654.521780000003,62925.360929999995,0
24676.71342,60806.29283,0
23016.09515,55306.279039999994,1
23360.268119999997,58438.82588,0
23443.44784,60072.75909,0
22754.38205,55825.04192,1
23673.85524,60232.83137000001,0
22563.54434,57684.119660000004,1
23391.46592,60896.97969,0
24294.60466,60847.78124,0
23850.79703,59579.00596,0
23239.98486,58343.7136,1
22676.56752,56911.36,1
23492.444369999997,60163.89393,0
22689.99238,57995.67182,1
22401.26777,55979.20077999999,1
24022.12109,63122.46754,0
24341.33363,59016.19661,0
24204.691890000002,59043.413479999996,0
24478.80591,61315.84013,0
24278.4976,58980.39087999999,0
23728.99768,59231.95401,0
24678.16399,59986.780999999995,0
24002.8934,60144.27167,0
22669.31494,56291.3155,1
22641.66185,55867.40602,1
22689.929119999997,55698.263629999994,1
24011.3937,58526.50151,0
23527.49112,59207.30602,0
22810.11032,54735.996589999995,1
23609.07142,57457.34209,1
24048.57942,58540.19639,0
23346.15033,58229.09624,1
23941.31694,59574.1143,0
23577.221690000002,55028.029520000004,1
22301.27864,56539.99775,1
23904.82056,58424.165179999996,0
23638.32473,55672.66905,1
23080.5233,55521.288120000005,1
23828.17683,60900.58987,0
23869.9696,61149.33579,0
24085.60476,58279.637310000006,0
22725.43581,57111.737129999994,1
23545.3164,61135.16964,0
23836.99489,59519.58854,0
23576.68618,57595.657320000006,0
23656.4103,61982.9364,0
23109.41993,56205.43196,1
22033.161509999998,54784.26135,1
24750.33519,61708.32102,0
23107.517640000002,55218.357379999994,1
23300.16009,56356.45495,1
24038.46521,57916.42793,0
23328.61525,60098.325379999995,0
22898.14274,56275.002539999994,1
23249.20742,56344.50651,1
22384.31911,53126.05237,1
22950.0288,55929.103729999995,1
24084.064130000002,60743.20763,0
21975.62505,56137.66517000001,1
22694.9185,57111.461520000004,1
22798.192219999997,56294.31887,1
24099.9968,61899.24349,0
23958.90278,61047.41322,0
23502.19103,62069.80802999999,0
21883.61544,55872.443739999995,1
23984.807090000002,60519.7512,0
22582.470240000002,56256.12905,1
23950.51625,60104.53547,0
23360.000669999998,56124.10081,1
23210.710909999998,57761.67296,1
24281.33394,60858.10364,0
